dcNorm,icNorm,ecNorm,scNorm,bcNorm,ccNorm,NCNorm,PecNorm,IonNorm,P&Enorm,Vacuole,Vesicles,Lysosome,Membrane,Mitochondrion,Peroxisome,Secretory pathway,Cell wall,Cytoskeleton,Endoplasmic reticulum,Golgi,Transmembrane,Cytoplasm,Nucleus,Endosome,Extracellular,essential0,essential1
0.132142857,0.935161626,0.011091571,0.000124533,0.058979032,0.981413903,0.099601594,0.045851426,0.160401293,0.018699378,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0.039285714,0.818513483,0.004587929,2.15E-05,0.003954825,0.975050416,0.067422617,0.001732042,0.251681022,0.039189217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.007142857,0.472667573,0.005830915,3.40E-05,0.001861446,0.978589814,0,0.027094698,0,0.017941745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.032142857,0.802202997,0.024143831,0.000583078,0.004822744,0.983923413,0.007661661,0,0.142992224,0.039670485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.025,0.753780798,0.003820327,1.50E-05,0.000184383,0.970015352,0.082745939,0,0.13790604,0.045815789,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
0.017857143,0.652021715,0.009474307,8.98E-05,0.004144879,0.977312675,0,0.02938404,0.397601776,0.033660123,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.017857143,0.679945733,0.011030181,0.000121665,0.001430575,0.980384292,0.015323322,0.00808436,0.544133446,0.017286993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.300980264,0.001294598,1.68E-06,0,0.962967934,0,0.002573888,0,0.000852197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.472536213,0.007889396,6.22E-05,0.000581829,0.974017045,0,0.00266453,0,0.001764417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014285714,0.565213495,0.005842551,3.41E-05,0.006272162,0.97766925,0,0.003481367,0,0.00895969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.308735946,0.002597529,6.75E-06,0,0.969385398,0,-0.01124827,0,-0.003724229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.252609331,0.000349213,1.22E-07,0,0.954438561,0,-0.000608826,0,-0.000201578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.003571429,0.308864432,0.0021102,4.45E-06,0,0.96932625,0,-0.006542698,0.108931993,-0.002166244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.573479136,0.016625088,0.000276394,4.03E-05,0.974571889,0,0.017617131,0,0.01749874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014285714,0.544591059,0.013405128,0.000179697,0.005663028,0.979197302,0.020533252,0.009270649,0.502182017,0.022847805,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.121428571,0.943121311,0.062268717,0.003877393,0.016527273,0.986524549,0.10511799,0.016680463,0.513083257,-0.003456831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.021428571,0.731877947,0.02889564,0.000834958,0.000658452,0.979270596,0,-0.009993979,0.452067773,-0.019853642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.082142857,0.918193337,0.055424817,0.003071911,0.015452796,0.984602921,0.082133006,0.1237183,0.850084303,0.24200897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.017857143,0.694111848,0.03333641,0.001111316,0.000486167,0.980509633,0.030646644,-0.020382008,0.280643853,-0.002065669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.003571429,0.308735946,0.002597529,6.75E-06,0,0.969385398,0,0,0,-0.015815063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.262576594,6.83E-05,4.67E-09,0,0.952097398,0,-0.003520443,0.010893199,-0.001165595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.496428571,0.992522882,0.2287839,0.052342259,0.274596866,0.996665965,1,0.350670083,0.330251896,0.75988233,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.028571429,0.770242722,0.029464656,0.000868166,0.001607656,0.98022442,0.071100215,-0.007571001,0.511076033,0.040816759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.035714286,0.815804149,0.016436299,0.000270152,0.00155721,0.979503486,0.007355195,0.016001714,0.380529403,0.038708873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.26419688,0.000249404,6.22E-08,0,0.956898295,0,0.000134568,0.016339799,4.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.003571429,0.311613054,0.011194021,0.000125306,0,0.976746127,0,-0.008459348,0.33224258,-0.002800834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.51013041,0.001152994,1.33E-06,0.000492637,0.966378011,0.030646644,-0.004128991,0.197231328,0.016880769,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.014285714,0.644212579,0.039379891,0.001550776,4.23E-05,0.976647477,0,-0.017169079,0.234203786,-0.022738271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.107142857,0.933113748,0.059449445,0.003534237,0.021236911,0.986730257,0.06374502,0.047301307,0.570136183,0.105109986,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.017857143,0.688011977,0.017099564,0.000292395,0.000603489,0.980751762,0.015323322,0.007288207,0.316497912,0.015586023,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0.007142857,0.438924116,0.000631729,3.99E-07,0.000343315,0.96253868,0,-0.011016229,0.016339799,-0.0072948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.003571429,0.297770977,0.000548323,3.01E-07,0,0.960385693,0,0.016965603,0.359475578,0.005617198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.003571429,0.310114793,0.001651051,2.73E-06,0,0.969444553,0,0.017356095,0.446621173,0.005746487,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.042857143,0.846659844,0.108673784,0.011810003,0.006702978,0.986830954,0.02329145,0.001060062,0.682101238,0.010178393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.017857143,0.682684479,0.036639022,0.001342418,0.00091968,0.9804059,0.015323322,0.004341774,0.741259819,0.018182684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05,0.843599265,0.025503826,0.000650445,0.011881413,0.980241701,0.07753601,0.085158323,0.920853476,0.119734556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.014285714,0.611902316,0.002569853,6.60E-06,0.000447896,0.969284005,0,0.006197463,0.50108717,0.011753722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.035714286,0.804496546,0.028069685,0.000787907,0.001634005,0.98092911,0.034017775,0.004786602,0.247992078,0.022511967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.257142857,0.97510888,0.266394766,0.070966171,0.10392787,0.992356841,0.310144039,0,0.735043908,0.189514044,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.017857143,0.670680696,0.028689857,0.00082311,0.003712989,0.981730141,0.030646644,-0.050107569,0.694255614,-0.022422288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.305650842,0.005958822,3.55E-05,0,0.966735054,0,0.019777882,0.010893199,0.006548325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.110714286,0.940569974,0.228886676,0.05238911,0.027912184,0.991556065,0.034630708,0.051274607,0.637520244,0.11313438,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.003571429,0.308678649,0.002499278,6.25E-06,0,0.97047671,0,-0.00725769,0.010893199,-0.002402974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.053571429,0.857643949,0.029727434,0.00088372,0.007823258,0.981335957,0.045357033,-0.008130077,0.450711788,0.016136053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.369368862,0.00031233,9.76E-08,3.41E-05,0.961041374,0,0.015842813,0.141611591,0.0104909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014285714,0.575403697,0.027754207,0.000770296,0.004994296,0.979404279,0,-0.031502519,0.065359196,-0.014640782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.035714286,0.798803593,0.017301083,0.000299328,0.000961571,0.974520646,0.087649402,0.100814542,0.877700355,0.127865814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.046428571,0.855606913,0.083653249,0.006997866,0.000840797,0.98457241,0,0.000498072,0.511980369,-0.008878847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.021428571,0.714281365,0.014841264,0.000220264,0.001652072,0.980496665,0.052099295,0.044183107,0.747281885,0.056004907,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.078571429,0.889855807,0.012438494,0.000154716,0.01585306,0.979766698,0.069261416,0.202944025,0.438643127,0.187583315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.132142857,0.951301883,0.26639581,0.070966728,0.012923401,0.991012628,0.111553785,-0.012957142,0.738511721,0.062853703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.028571429,0.781096268,0.00455065,2.13E-05,0.000282559,0.972309535,0.043824701,-0.003175079,0.722449048,0.020573515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.032142857,0.789541912,0.024921759,0.000621094,0.001258259,0.976698944,0.09561753,0.106737008,0.906612201,0.118302391,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.007142857,0.453958415,0.002528522,6.39E-06,0.000170764,0.96454236,0,-0.016406,0.010893199,-0.010863834,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.007142857,0.43498201,0.007707818,5.94E-05,0.000526697,0.972080053,0,-0.007247509,0.043572797,-0.020614267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.546098122,0.00506052,2.56E-05,0.000385671,0.97226703,0,0.000883483,0,0.000877548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.060714286,0.887907525,0.108590637,0.011791926,0.00867161,0.987404882,0.047195832,0.0239743,0.22126255,0.05582215,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014285714,0.621519543,0.007788057,6.07E-05,0.00010084,0.971188654,0.040760037,0.019659984,0.385856665,0.03460046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.05,0.863868485,0.044538427,0.001983672,0.004106061,0.98504336,0.04995403,0.056405067,0.62648811,0.081790616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.078571429,0.905841335,0.126117901,0.015905724,0.01893056,0.988589894,0.111553785,0.10725818,0.723043002,0.106612648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.132142857,0.935876393,0.030596239,0.000936131,0.052506719,0.986817819,0.129635305,0.047694045,0.882658698,0.09629325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.025,0.746736749,0.031941237,0.001020243,0.002294308,0.982988447,0.011339258,0.001840463,0.363329805,0.011553999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.017857143,0.669445109,0.006093477,3.71E-05,0.000486102,0.973305209,0,0.006667253,0.114378593,0.005826934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.010714286,0.539880073,0.006551713,4.29E-05,0.000817746,0.978185241,0,0.008772014,0,-0.007101996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
