dcNorm,icNorm,ecNorm,scNorm,bcNorm,ccNorm,NCNorm,PecNorm,IonNorm,P&Enorm,Vacuole,Vesicles,Lysosome,Membrane,Mitochondrion,Peroxisome,Secretory pathway,Cell wall,Cytoskeleton,Endoplasmic reticulum,Golgi,Transmembrane,Cytoplasm,Nucleus,Endosome,Extracellular,essential0,essential1
0.021428571,0.713180286,0.022774066,0.000518658,0.000586118,0.977175269,0.033711309,0.000642452,0.402496885,0.027264182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.007142857,0.44409027,0.00255038,6.50E-06,0.000148872,0.971477118,0,0.017530099,0.032679598,0.011608198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.017857143,0.628272913,0.018517057,0.000342881,0.005615735,0.980500988,0,0.023920045,0.010893199,0.027391871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.028571429,0.744435423,0.012983355,0.000168568,0.002741082,0.978426223,0.047195832,0.068975515,0.326255689,0.076906328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.107142857,0.938263079,0.255337587,0.065197288,0.008784459,0.988796465,0.03616304,0.007630958,0.482925289,0.021738084,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.032142857,0.806547191,0.111017062,0.012324789,0.000156527,0.983457882,0.015323322,-0.012681916,0.286030831,-0.016339518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.003571429,0.231342363,0.000315322,9.94E-08,0,0.956729528,0,-0.031152647,0.027232998,-0.010314433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.017857143,0.636575838,0.004782737,2.29E-05,0.001505331,0.97031582,0.017775054,-0.001260147,0.019792866,0.005321769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.264200244,0.000146549,2.15E-08,0,0.951205639,0,0,0.261436784,-0.015815063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.010714286,0.548991308,0.002401935,5.77E-06,0.000453189,0.969863073,0,-0.001446034,0.070805796,-0.001436317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.035714286,0.790232975,0.029314128,0.000859318,0.00370036,0.979956644,0.097149862,0.001141458,0.794229879,0.042517708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.258674242,0.000443372,1.97E-07,0,0.952998997,0,0.0151984,0.108931993,0.00503209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.014285714,0.604043645,0.009110645,8.30E-05,0.000512168,0.973697229,0.061293288,-0.006398716,0.089932628,0.024541923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.032142857,0.750813601,0.002935112,8.61E-06,0.00865461,0.974593242,0.007661661,0.013690687,0.728627885,0.013017609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.025,0.76095567,0.036521387,0.001333812,0.001301055,0.981743142,0.010113393,-0.011533695,0.283812591,-0.007369854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.525855771,0.00034703,1.22E-07,2.24E-05,0.957891518,0,-0.004038093,0.446621173,-0.004010958,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.042857143,0.848741565,0.04631312,0.002144908,0.003597515,0.982792981,0.100214527,0.075694621,0.630378424,0.080188081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.021428571,0.627891773,0.004607735,2.12E-05,0.010089695,0.969207975,0.012258658,-0.008264232,0.740810308,0.01668628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.028571429,0.773540847,0.017477708,0.00030547,0.003151256,0.980051645,0.026356114,0.049146691,0.868479955,0.061040791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.057142857,0.876053924,0.127194163,0.016178356,0.007644083,0.986100273,0.045357033,0.026289904,0.909144304,0.062039788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.467740985,0.012203472,0.000148925,0.000300502,0.977750912,0,0,0.081698995,0.02253768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.007142857,0.47134529,0.007256081,5.27E-05,0.000137429,0.973897622,0,0.016842341,0,0.011152774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.308876446,0.002656808,7.06E-06,0,0.968098443,0,0.025499683,0.125271792,0.008442775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.078571429,0.910260702,0.081173399,0.006589121,0.00820661,0.986087157,0.110634386,0.065210255,0.804637904,0.156016412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.014285714,0.617002273,0.0114266,0.000130567,0.000431492,0.973462831,0,0.024225916,0.147058191,0.032084154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.253571429,0.977192807,0.310613112,0.096480506,0.079671286,0.993962281,0.207784248,0.129426253,0.635304126,0.191920006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.032142857,0.798572675,0.023372261,0.000546264,0.004713763,0.983557912,0.019000919,0.02495181,0.349566673,0.04008631,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0.064285714,0.890078289,0.028973336,0.000839457,0.004337447,0.982476058,0.14036163,0.237521803,0.510234023,0.267869943,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.010714286,0.57329413,0.006399789,4.10E-05,0.00092348,0.977016443,0,-0.002067523,0,-0.002053628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.039285714,0.829388654,0.033538844,0.001124854,0.002235888,0.979645862,0.037082439,0.010697095,0.252839437,0.033936924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.007142857,0.471415351,0.004254334,1.81E-05,0,0.971939868,0.061293288,-0.002872699,0.181899058,0.030678994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.403313759,0.003565651,1.27E-05,0.000177506,0.971061444,0,0.002560206,0.468407572,0.001695336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.007142857,0.44987394,0.004598234,2.11E-05,5.09E-05,0.970502119,0,-0.025351143,0.016339799,-0.01678719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.017857143,0.637338523,0.003579781,1.28E-05,0.001179529,0.972781588,0,0.000621716,0.059912596,-0.005761914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.014285714,0.59216352,0.001972829,3.89E-06,0.000320218,0.965840842,0.020533252,-0.010715927,0.48392437,-0.014728103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.039285714,0.827269817,0.038324915,0.001468799,0.007127155,0.983079691,0.018387987,0.011435624,0.255990738,0.023254172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.433410266,0.001418507,2.01E-06,0.000125881,0.964028122,0,0.041742045,0.245096985,0.027641025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.042857143,0.846448218,0.119101039,0.014185068,0.008915379,0.990139077,0.033404842,0.005784941,0.336469493,0.013235569,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.017857143,0.678665716,0.002214759,4.91E-06,0.003196914,0.972007832,0,0.004058305,0.092592194,0.006718392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.021428571,0.721371546,0.010412247,0.000108415,0.002166573,0.976750416,0,0.025297657,0.16339799,0.050255323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.035714286,0.78090225,0.012300528,0.000151303,0.000148585,0.975880407,0.25498008,0.020198852,0.293698358,0.143196611,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.014285714,0.486669901,6.46E-05,4.18E-09,0.001300426,0.949775804,0,-0.001322172,0.0054466,0.00066579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014285714,0.62356731,0.001842908,3.40E-06,0.000458114,0.97177,0.020533252,-0.011110437,0.642746927,0.008555054,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0.017857143,0.677627802,0.006031953,3.64E-05,0.000661563,0.975614999,0.07661661,0.001445228,0.453418173,0.03546422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.067857143,0.896465573,0.047358902,0.002242866,0.003520585,0.984681386,0.068342017,-0.018136524,0.367639115,0.015745193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.552259376,0.013236969,0.000175217,0.000467231,0.977596195,0,0.00506494,0.010893199,0.005030904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.007142857,0.42394564,0.000648748,4.30E-07,0.000240363,0.961797763,0,-0.00861902,0.108931993,-0.0057074,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.089285714,0.926589398,0.183875047,0.033810031,0.008016685,0.989390286,0.070793748,0.012214506,0.445974489,0.059271485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.146428571,0.956156641,0.326410788,0.106544005,0.018187873,0.990200792,0.117683114,0.027092498,0.650685023,0.148378285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05,0.868686191,0.115978579,0.013451031,0.00109627,0.986660219,0.067116151,-0.000665026,0.807550605,0.069308303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.028571429,0.768964117,0.046264261,0.002140382,0.006416644,0.984982285,0.052405762,0.012789779,0.257755575,0.038283165,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
0.067857143,0.902992423,0.204741718,0.041919173,0.005774717,0.988901981,0.053631627,-0.001868607,0.365092967,0.010751136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014285714,0.621680218,0.005123373,2.62E-05,7.73E-05,0.972381802,0.020533252,0.00215555,0.173756252,0.010881437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.429516556,0.001861599,3.47E-06,0.000232464,0.970112666,0,0,0,0.014701025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.309223198,0.004103825,1.68E-05,0,0.970608002,0,-0.012258842,0.50653377,-0.004058821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.010714286,0.550186983,0.002434404,5.93E-06,0.000299931,0.969617836,0,-0.007185433,0,-0.007137146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.428856772,0.002236932,5.00E-06,0,0.965543139,0.061293288,-0.016102976,0.317589505,0.026298539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.060714286,0.886701191,0.134745325,0.018156303,0.005485971,0.988396587,0.071713147,-0.001541792,0.280675722,0.023146359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.025,0.746568501,0.031611717,0.000999301,0.000382191,0.977957278,0.091939933,0,0.441020483,0.024552153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.525284039,0.001786838,3.19E-06,0.000483775,0.965895371,0,0.00835777,0.479300771,0.008301606,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.014285714,0.641484678,0.025572395,0.000653947,0.00048,0.979141261,0,0.000371215,0.343135779,0.000491628,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.189285714,0.967497576,0.381526478,0.145562458,0.033953953,0.991423464,0.134232302,0.065355335,0.617864903,0.123077935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.067857143,0.897104466,0.200320343,0.040128242,0.007556559,0.989152672,0.085504137,0.001070562,0.523107962,0.069536099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.308864432,0.0021102,4.45E-06,0,0.96932625,0,-0.003627618,0.010893199,-0.00120108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.042857143,0.833314583,0.016518838,0.000272872,0.003737453,0.979706276,0.144039228,-0.015472401,0.457593452,0.050542685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.067857143,0.886003726,0.054409768,0.002960423,0.015100565,0.986340797,0.038001839,0.02470759,0.355611726,0.026538571,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.146428571,0.956558059,0.263303589,0.069328776,0.040265918,0.994593458,0.103892124,0.049701915,0.803728406,0.119913784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.035714286,0.815400551,0.014050119,0.000197406,0.001304202,0.978099204,0.034017775,0.009324581,0.249003895,0.038135988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.272521896,0.000127548,1.63E-08,0,0.955036929,0,-0.010442085,0.038126198,-0.003457305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.010714286,0.567614316,0.011845889,0.000140325,0.000564231,0.979085226,0,0.015603483,0.397601776,0.015498625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.103571429,0.933624339,0.128192058,0.016433203,0.022001772,0.98994957,0.092859332,0.04525956,0.73242012,0.117999358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.470194183,0.006853816,4.70E-05,0.001078539,0.978215357,0,0.010524404,0.010893199,0.006969125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.014285714,0.640391505,0.023233245,0.000539784,0.000242931,0.976505971,0,-0.004656155,0.179737789,-0.006166489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.469642025,0.003979544,1.58E-05,0.000158068,0.973889093,0,-0.004352135,0.196077588,-0.002881927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.010714286,0.573731235,0.006638913,4.41E-05,0.000729272,0.976090267,0,-0.001710342,0.027232998,-0.001698848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.092857143,0.91662913,0.04543223,0.002064089,0.020492688,0.985492926,0.022678517,0.013497593,0.316799052,0.021705306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.025,0.71488536,0.018052381,0.000325888,0.007530056,0.979227481,0.012871591,0.002091479,0.680600075,0.013176121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.014285714,0.573357496,0.034015432,0.00115705,0.004875896,0.978378878,0,0.048745804,0.17429119,0.015807733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.010714286,0.558827344,0.007818805,6.11E-05,0.000112049,0.973620505,0.030646644,0.006233769,0.485491227,0.010096984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.125,0.94211172,0.050954927,0.002596405,0.033847062,0.988550348,0.215752375,0.019389938,0.625997528,0.15124542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.017857143,0.682242178,0.019557917,0.000382512,0.00013223,0.97571344,0.030646644,0.021894668,0.664965998,0.028460078,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.007142857,0.462580227,0.003860125,1.49E-05,4.69E-05,0.96958402,0,0.001115573,0.049019397,0.000738717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.096428571,0.928033347,0.083567586,0.006983541,0.009508728,0.987369814,0.042905302,0.01721328,0.827222631,0.111238896,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.007142857,0.467435293,0.003308178,1.09E-05,8.37E-05,0.971044485,0,0,0,-0.031630126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.217857143,0.974576787,0.403109313,0.16249711,0.043435105,0.994615698,0.070793748,0.000980422,0.320985753,-0.01305087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.046428571,0.840202213,0.012453734,0.000155096,0.006657718,0.980090514,0.015323322,0.012308815,0.827825219,0.029680631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.010714286,0.543492616,0.011795956,0.000139145,0.000279,0.971978096,0.030646644,-0.004700464,0.422653946,0.010998795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.053571429,0.868817185,0.056091989,0.003146311,0.008034345,0.985318288,0.014710389,0.000786239,0.399847814,0.01561042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.014285714,0.638255876,0.010032152,0.000100645,0.00383154,0.980025733,0.040760037,0.02055895,0.356187306,0.029745533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.092857143,0.919084188,0.029774272,0.000886508,0.023136334,0.98703679,0.216978241,-0.052712885,0.362891237,0.079057163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.010714286,0.532935325,0.0046338,2.15E-05,0.00026665,0.972896481,0,0.011919393,0.457514372,0.011839294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.010714286,0.540634031,0.003908242,1.53E-05,0.0017769,0.972224529,0,0.010913885,0.027232998,0.010840546,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.021428571,0.704463882,0.006591185,4.34E-05,0.001160177,0.974409639,0.024517315,0.01124208,0.20925513,0.017399421,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.014285714,0.58523003,0.009277145,8.61E-05,0.001823519,0.971243788,0.045969966,0.007925586,0.536370643,0.03397255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.014285714,0.592059717,0.002256805,5.09E-06,1.96E-05,0.969279781,0.102053325,-0.077824252,0.165640883,0.023614522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.010714286,0.549096767,0.010932903,0.000119528,0.001057549,0.971243788,0,-0.018495713,0.473854171,-0.018371417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.014285714,0.636004346,0.006914166,4.78E-05,0.001368295,0.976686077,0,0.012908601,0.016339799,0.017095807,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.003571429,0.278909456,0.000894393,8.00E-07,0,0.962001609,0,-0.007503926,0.010893199,-0.002484499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.064285714,0.895259983,0.119839588,0.014361527,0.001349104,0.985187351,0.017162121,0.011563713,0.837439906,0.063177092,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.032142857,0.782683013,0.006441624,4.15E-05,0.000835106,0.975238538,0.077229543,0.014770965,0.897666467,0.052365082,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.110714286,0.941095469,0.209267097,0.043792716,0.006934865,0.988704156,0.077229543,0.027376893,0.854756733,0.100524636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.110714286,0.934511815,0.075906517,0.0057618,0.028030326,0.989091087,0.120134845,0.053429487,0.292944072,0.114996967,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.028571429,0.784260291,0.024787206,0.000614406,0.00133148,0.980751762,0.026356114,-0.014170243,0.328150359,-0.002487645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.060714286,0.877813768,0.036513097,0.001333206,0.002564919,0.981582827,0.304627643,0.037658858,0.32320067,0.190993919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.007142857,0.461014269,0.00253368,6.42E-06,8.74E-05,0.968406157,0,-0.00640635,0.473854171,-0.004242201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003571429,0.302378644,0.002684512,7.21E-06,0,0.964437795,0,0.006361145,0.152504791,0.002106133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.096428571,0.930415668,0.258853592,0.067005179,0.008354522,0.988897584,0.078455409,0.022446934,0.314092421,0.056803433,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.05,0.851071516,0.025661271,0.000658501,0.005952125,0.984293541,0.05516396,0.03387628,0.201537146,0.064673927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.021428571,0.723692318,0.032255449,0.001040414,1.31E-05,0.979171436,0.147103892,0.059948505,0.369038338,0.092434812,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.007142857,0.386624062,0.000247028,6.10E-08,0.000140602,0.95983031,0,0.003723745,0.125271792,0.002465815,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.046428571,0.854189481,0.032450783,0.001053053,0.003246303,0.983075345,0.00520993,0.001779108,0.41338697,0.012084192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.046428571,0.846620859,0.01441701,0.00020785,0.010144958,0.982567206,0.029727245,0.024233549,0.152875668,0.036379586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.003571429,0.306392502,0.001656805,2.75E-06,0,0.96741206,0,0.029172247,0.364922178,0.009658737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.060714286,0.886585924,0.061729247,0.0038105,0.004026196,0.983966943,0.100827459,0.109971509,0.901983992,0.148844579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.096428571,0.929986574,0.149353687,0.022306525,0.009297988,0.988365841,0.041066503,0.02464472,0.860355897,0.079323253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.003571429,0.306510208,0.002039454,4.16E-06,0,0.968330264,0,-0.020886617,0.054465997,-0.006915419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.057142857,0.876588227,0.130558283,0.017045467,0.00607683,0.983101418,0.020533252,-0.045879733,0.742804895,-0.029579115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.007142857,0.375578246,0.000497377,2.47E-07,6.94E-05,0.95891161,0,-0.015922428,0,-0.010543622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.114285714,0.94212759,0.140004997,0.019601398,0.02643127,0.990950811,0.138522832,-0.022894035,0.287360508,0.029040855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.042857143,0.84448503,0.101355,0.010272836,0.003641207,0.987172602,0.044437634,-0.006695726,0.34970473,-0.001494982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007142857,0.465712571,0.005142326,2.64E-05,0,0.968300753,0.061293288,-0.009530952,0.11410911,0.02847449,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.017857143,0.687740689,0.066882987,0.004473334,0.002316749,0.983449185,0,0.009298528,0.010893199,0.015393406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.176625875,7.01E-06,4.92E-11,0,0.935242148,0,0.018885457,0.397601776,0.006252848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.003571429,0.311613054,0.011194021,0.000125306,0,0.976746127,0,-0.02265141,0.0054466,-0.00749973,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.085714286,0.921149376,0.068731996,0.004724087,0.006993115,0.985632681,0.062212688,0.014871588,0.817999378,0.036698382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.132142857,0.948283163,0.087311901,0.007623369,0.027567184,0.98902951,0.126877107,0.00263676,0.739376175,0.055615288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.028571429,0.776054783,0.052094637,0.002713851,0.004714577,0.984698825,0.017468587,0.005175806,0.801124728,0.005808447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.121428571,0.944841416,0.294051508,0.086466293,0.018761329,0.992224027,0.090101134,0.001261992,0.277728846,0.07070021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.085714286,0.919767666,0.116535737,0.013580577,0.01725601,0.990094999,0.123505976,0.007146298,0.613837904,0.062606619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.035714286,0.813978127,0.035289844,0.001245373,0.006370675,0.984206427,0.013484523,0.022149406,0.326277846,0.049128041,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.309524286,0.006850821,4.69E-05,0,0.970959701,0,0.024533838,0.049019397,0.00812299,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.014285714,0.58697891,0.004744207,2.25E-05,0.001298462,0.968946183,0,-0.006378779,0.190630989,-0.002539424,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.042857143,0.840448241,0.019781184,0.000391295,0.001677017,0.981054591,0.139748698,-0.017194548,0.411304942,0.071086728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003571429,0.304491445,0.004074668,1.66E-05,0,0.964529811,0,-0.01179639,0.408494975,-0.003905707,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.014285714,0.623901656,0.001879603,3.53E-06,9.34E-05,0.964990151,0.020533252,0.067656032,0.434213471,0.06979507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.042857143,0.84339299,0.042639212,0.001818102,0.002110014,0.981556834,0.114618449,0.077480627,0.912941559,0.114624381,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.032142857,0.80737047,0.056978034,0.003246497,0.001436606,0.984302254,0.045969966,-0.012640172,0.218665558,0.014634701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.035714286,0.815176192,0.022965337,0.000527407,0.001136798,0.980099152,0.204413117,0.048195938,0.303088881,0.131182392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.003571429,0.308608806,0.003052437,9.32E-06,0,0.969529074,0,-0.005963938,0.381261977,-0.001974621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.025,0.749569278,0.02573279,0.000662176,0.000923882,0.979546626,0,-0.007005277,0.452067773,-0.009283329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0.028571429,0.757297727,0.017569209,0.000308677,0.001519496,0.979059366,0.08182654,0.098622586,0.605730684,0.111550355,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.017857143,0.623099557,0.000819213,6.75E-07,0.002457831,0.967757235,0.066503218,0.084900696,0.174973484,0.083606862,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
0.007142857,0.424796036,0.000357852,1.28E-07,0,0.957013584,0.061293288,-0.0275964,0.843399948,0.022493142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.128571429,0.939799759,0.091417651,0.008357187,0.042018673,0.987738153,0.119828379,-0.112093942,0.282606167,-0.036406665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.003571429,0.284012269,0.00034309,1.18E-07,0,0.957054766,0,0.030589875,0.010893199,0.010128104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003571429,0.247332936,3.96E-05,1.57E-09,0,0.946127373,0,0.006031524,0,0.001996998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
