dc,ic,ec,sc,bc,cc,nc,ION,essential0,essential1
0.203389831,0.961241354,0.022968548,0.017503294,0.08453486,0.007519108,0.053128384,0.188822723,1,0
0.011299435,0.548294061,0.001055323,3.70E-05,9.16E-05,0.007478205,0,0.03030303,1,0
0.005649718,0.378991715,0.001804868,0.000108079,0,0.007474083,0,0,1,0
0.011299435,0.53712824,0.000817998,2.22E-05,1.19E-05,0.007470028,0,0,1,0
0.005649718,0.306906113,1.56E-05,8.10E-09,0,0.00742215,0,0,1,0
0.005649718,0.378991715,0.001804868,0.000108079,0,0.007474083,0,0,1,0
0.04519774,0.788152604,0.003109001,0.000320696,0.019432871,0.007490122,0,0.106060606,1,0
0.005649718,0.344980676,9.23E-05,2.82E-07,0,0.007443654,0,0.161616162,1,0
0.005649718,0.351538834,0.00023885,1.89E-06,0,0.007447131,0,0,1,0
0.04519774,0.773591859,0.002411854,0.000192999,0.029342721,0.007486111,0,0,1,0
0.050847458,0.827071364,0.009743764,0.003149955,0.023706177,0.00750055,0.011073922,0.029449948,1,0
0.129943503,0.936640825,0.017113538,0.009717018,0.027154222,0.007504494,0.056794913,0.129594511,1,0
0.011299435,0.519297481,0.001360438,6.14E-05,0.000149948,0.007476666,0,0,1,0
0.005649718,0.233584035,2.03E-05,1.36E-08,0,0.007421443,0,0.055555556,1,0
0.016949153,0.537439424,0.000163675,8.89E-07,0.008268822,0.007456155,0,0.181818182,1,0
0.005649718,0.380885274,0.002072618,0.000142524,0,0.007486954,0,0,1,0
0.050847458,0.848021999,0.013370898,0.0059316,0.005194573,0.007511856,0.051678302,0.095755576,1,0
0.005649718,0.244586013,4.62E-08,7.07E-14,0,0.007342069,0,0,1,0
0.016949153,0.517901557,0.000261059,2.26E-06,0.011310538,0.007462033,0,0.070707071,1,0
0.096045198,0.914638517,0.011892405,0.004692357,0.032134504,0.007509807,0.015292559,0.132028567,1,0
0.005649718,0.331521832,6.66E-05,1.47E-07,0,0.007444386,0,0,1,0
0.005649718,0.350056122,3.31E-05,3.64E-08,0,0.007425345,0,0,1,0
0.011299435,0.544975714,0.002280601,0.000172564,5.87E-05,0.00747923,0,0,1,0
0.02259887,0.711275871,0.003440551,0.000392741,0.000270886,0.007489793,0,0,1,0
0.005649718,0.377440888,0.00122803,5.00E-05,0,0.007470663,0,0.005050505,1,0
0.005649718,0.233212577,1.31E-05,5.73E-09,0,0.007414419,0,0,1,0
0.033898305,0.759270765,0.006982374,0.001617546,0.012816023,0.007506333,0,0.171717172,1,0
0.005649718,0.36537061,0.000384331,4.90E-06,0,0.007463054,0,0,1,0
0.11299435,0.926774026,0.031083111,0.032055276,0.014247775,0.007511111,0.093098655,0.036809176,1,0
0.005649718,0.371095949,0.000385282,4.93E-06,0,0.007470376,0,0,1,0
0.02259887,0.449047253,3.36E-05,3.74E-08,0.022628264,0.007428279,0,0.358585859,1,0
0.016949153,0.480932802,0.003319151,0.000365514,0.01377029,0.007488661,0,0.02020202,1,0
0.005649718,0.282780791,1.05E-05,3.67E-09,0,0.007409461,0,0,1,0
0.028248588,0.731551411,0.002326192,0.000179532,0.001235013,0.00748118,0,0,1,0
0.016949153,0.641861026,0.002227668,0.000164646,0.000152672,0.0074857,0,0.050505051,1,0
0.028248588,0.680429065,0.000418784,5.82E-06,0.002352507,0.007469107,0.039373944,0.078450957,1,0
0.033898305,0.773045199,0.001577996,8.26E-05,0.000623959,0.007483953,0.03543655,0.192588519,1,0
0.039548023,0.809453296,0.004229518,0.000593516,0.005388447,0.00749892,0.009843486,0.179059386,1,0
0.005649718,0.380651265,0.000748068,1.86E-05,0,0.007484035,0,0,1,0
0.175141243,0.954281278,0.047171207,0.073825212,0.035648566,0.007520166,0.144475335,0.036415598,1,0
0.011299435,0.668801815,2.39E-17,3.90E-19,2.18E-06,0.000367107,0,0,1,0
0.011299435,0.31418215,3.26E-05,3.52E-08,0.0113029,0.007426457,0,0.02020202,1,0
0.129943503,0.920118958,0.011772317,0.00459806,0.080420414,0.007509042,0.013884842,0.050015683,1,0
0.005649718,0.377722154,0.001374453,6.27E-05,0,0.00747011,0,0,1,0
0.011299435,0.547257298,0.000928866,2.86E-05,0.000159918,0.00748231,0,0.424242424,1,0
0.033898305,0.784211312,0.003636615,0.000438779,0.001586963,0.007503585,0.023624367,0.087179262,1,0
0.005649718,0.347882478,3.54E-05,4.16E-08,0,0.00742921,0,0,1,0
0.011299435,0.54419244,0.001841464,0.000112506,6.97E-05,0.007489855,0,0.015151515,1,0
0.039548023,0.765941631,0.000918161,2.80E-05,0.01677481,0.007477466,0.012304358,0.079215016,1,0
0.016949153,0.613674524,0.000270974,2.44E-06,0.000485876,0.007462482,0,0.01010101,1,0
0.005649718,0.717430579,-1.12E-17,2.53E-19,0,0.000366838,0,0,1,0
0.011299435,0.418404061,4.53E-06,6.80E-10,0.000866259,0.007414177,0,0,1,0
0.011299435,0.357525636,6.61E-07,1.45E-11,0,0.007376878,0.029530458,0.000671087,1,0
0.141242938,0.937296613,0.018970588,0.011940212,0.063035276,0.007517242,0.113049124,0.083850517,1,0
0.028248588,0.737883261,0.001169247,4.54E-05,0.002305304,0.007469353,0,0.116161616,1,0
0.005649718,0.270416392,2.70E-05,2.42E-08,0,0.007431195,0,0,1,0
0.005649718,0.377067426,0.000174154,1.01E-06,0,0.007460052,0,0,1,0
0.005649718,0.373814608,0.000388206,5.00E-06,0,0.007462462,0,0,1,0
0.028248588,0.74889747,0.003046356,0.000307903,0.001020726,0.007487777,0.014765229,0.150197601,1,0
0.02259887,0.636674507,0.001158964,4.46E-05,0.012631606,0.007475272,0,0,1,0
0.011299435,0.465478697,4.77E-05,7.56E-08,4.57E-05,0.007435188,0,0.060606061,1,0
0.028248588,0.748894073,0.005448264,0.000984844,0.004916801,0.007486975,0.044295687,0.016471186,1,0
0.011299435,0.538065378,0.001042175,3.60E-05,0.000259539,0.007469394,0,0.055555556,1,0
0.016949153,0.611990028,0.000651258,1.41E-05,0.000143724,0.007467082,0,0.065656566,1,0
0.005649718,0.370919157,0.000325383,3.51E-06,0,0.007463197,0,0.429292929,1,0
0.016949153,0.610279753,0.000429445,6.12E-06,0.00014586,0.007460787,0,0.050505051,1,0
0.033898305,0.788952432,0.01146278,0.004359439,0.000201631,0.007497642,0.029530458,0.021673599,1,0
0.005649718,0.329431034,9.19E-06,2.80E-09,0,0.007413612,0,0.439393939,1,0
0.028248588,0.74252949,0.005001648,0.000829998,0.008530802,0.007493293,0,0.045454545,1,0
0.005649718,0.358395241,2.92E-17,2.68E-19,0,0.000367377,0,0,1,0
0.033898305,0.76658133,0.00411476,0.000561747,0.00404918,0.007499044,0.029530458,0.172788011,1,0
0.011299435,0.546857187,0.001786772,0.000105923,2.98E-05,0.007474165,0,0.429292929,1,0
0.005649718,0.285630216,4.45E-06,6.58E-10,0,0.007409521,0,0,1,0
0.005649718,0.340170353,0.0002567,2.19E-06,0,0.007447457,0,0.02020202,1,0
0.214689266,0.956892908,0.032593619,0.035246477,0.099736355,0.007519233,0.060876873,0.047862018,1,0
0.005649718,0.36537061,0.000384331,4.90E-06,0,0.007463054,0,0,1,0
0.016949153,0.523797519,0.000369045,4.52E-06,0.011404122,0.007462666,0,0.02020202,1,0
0.011299435,0.347124423,3.81E-05,4.82E-08,0.001894586,0.007419868,0,0.005050505,1,0
0.005649718,0.379287799,0.001423507,6.72E-05,0,0.007477035,0,0,1,0
0.011299435,0.534840446,0.001801524,0.000107679,0.000211734,0.007486173,0,0,1,0
0.016949153,0.631974751,0.000476982,7.55E-06,0.000167916,0.007470786,0,0,1,0
0.02259887,0.700369633,0.004340526,0.00062508,0.000467989,0.007484713,0,0.005050505,1,0
0.163841808,0.946778148,0.010464751,0.00363336,0.057792964,0.007509869,0.018824799,0.087617832,1,0
0.02259887,0.695880347,0.000835247,2.31E-05,0.018127631,0.007468125,0,0.005050505,1,0
0.005649718,0.365775036,0.000423249,5.94E-06,0,0.007456461,0,0,1,0
0.005649718,0.344980676,9.23E-05,2.82E-07,0,0.007443654,0,0,1,0
0.011299435,0.547076026,0.001160386,4.47E-05,0.000157437,0.007478205,0,0,1,0
0.005649718,0.370033563,0.000487229,7.88E-06,0,0.007460154,0,0.171717172,1,0
0.005649718,0.370033563,0.000487229,7.88E-06,0,0.007460154,0,0,1,0
0.005649718,0.251642814,1.53E-06,7.72E-11,0,0.007381053,0,0,1,0
0.005649718,0.333473446,6.37E-05,1.35E-07,0,0.007445016,0,0,1,0
0.005649718,0.378991715,0.001804868,0.000108079,0,0.007474083,0,0.005050505,1,0
0.101694915,0.924827737,0.022224917,0.016388179,0.018076076,0.007521805,0.027793372,0.122290838,1,0
0.073446328,0.531714574,0.000208305,1.44E-06,0.124092339,0.007462155,0.003691307,0.464879181,1,0
0.666666667,0.995796424,0.122969072,0.501697994,0.257060547,0.007534779,0.304974786,0.048196089,1,0
0.039548023,0.809776809,0.004297125,0.000612645,0.007119497,0.007497023,0.014765229,0.126335861,1,0
0.005649718,0.36939382,0.000251769,2.10E-06,0,0.007455747,0,0,1,0
0.011299435,0.53458355,0.000383687,4.88E-06,0.000176355,0.007463136,0,0.196969697,1,0
0.016949153,0.604693624,0.00023991,1.91E-06,0.001203597,0.007464301,0.014765229,0.83759366,1,0
0.033898305,0.75136257,0.000497487,8.21E-06,0.004191297,0.007473182,0.005906092,0.429172005,1,0
0.627118644,0.994885679,0.096912512,0.31160908,0.490733914,0.007540698,0.447482625,0.58992517,1,0
0.011299435,0.4628187,8.38E-05,2.33E-07,0.0021153,0.007446826,0,0.02020202,1,0
0.02259887,0.673050946,0.000338316,3.80E-06,0.003281138,0.007469701,0,0.01010101,1,0
0.011299435,0.217737679,3.71E-07,4.56E-12,0.0113029,0.007369798,0,0.005050505,1,0
0.005649718,0.374835624,0.000578532,1.11E-05,0,0.007468595,0,0,1,0
0.02259887,0.657900944,0.000393206,5.13E-06,0.003101637,0.007468002,0,0.01010101,1,0
0.005649718,0.379043642,0.001922079,0.000122572,0,0.007470847,0,0,1,0
0.231638418,0.970309077,0.058863046,0.114957145,0.021696627,0.007513347,0.154564547,0.106238732,1,0
0.033898305,0.565947644,4.35E-05,6.29E-08,0.047183081,0.007444243,0,0.176767677,1,0
0.005649718,0.372153669,0.000677389,1.52E-05,0,0.007463953,0,0,1,0
0.016949153,0.639289146,0.001296405,5.58E-05,0.000730351,0.007479826,0,0,1,0
0.005649718,0.357630114,0.000160714,8.57E-07,0,0.007458195,0,0.005050505,1,0
0.011299435,0.548254776,0.002107463,0.000147357,5.54E-06,0.007481612,0,0,1,0
0.005649718,0.297606056,1.28E-05,5.45E-09,0,0.007412765,0,0,1,0
0.04519774,0.792658286,0.00083991,2.34E-05,0.016162346,0.00747601,0.012655911,0.043510124,1,0
0.011299435,0.476493715,0.00017962,1.07E-06,0.000987935,0.007460991,0,0.005050505,1,0
0.005649718,0.379451653,0.001778904,0.000104992,0,0.00747185,0,0,1,0
0.02259887,0.612358669,8.19E-05,2.22E-07,0.012144189,0.007445443,0,0.02020202,1,0
0.033898305,0.732503773,8.64E-05,2.48E-07,0.002566658,0.007452873,0.007874789,0.194602668,1,0
0.011299435,0.215799724,1.08E-08,3.87E-15,0,0.007312703,0.029530458,0.311188811,1,0
0.02259887,0.712617429,0.003568306,0.000422453,9.53E-05,0.007489032,0.009843486,0.073515608,1,0
0.028248588,0.670964909,0.000224099,1.67E-06,0.00200902,0.00745946,0.011073922,0.371031746,1,0
0.005649718,0.294185036,4.26E-06,6.02E-10,0,0.007396072,0,0.005050505,1,0
0.02259887,0.65474754,0.000757234,1.90E-05,0.001639452,0.007478943,0,0,1,0
0.016949153,0.615498477,0.002750969,0.000251087,0.009136738,0.007482392,0,0,1,0
0.005649718,0.380651265,0.000748068,1.86E-05,0,0.007484035,0,0.02020202,1,0
0.005649718,0.371252969,0.000727294,1.75E-05,0,0.007453382,0,0,1,0
0.858757062,0.999147433,0.14253499,0.674052277,0.567494785,0.007545144,0.63071167,0.054918503,1,0
0.005649718,0.290235199,4.01E-05,5.34E-08,0,0.00742581,0,0,1,0
0.062146893,0.856781167,0.002681621,0.000238586,0.004103558,0.007487715,0.017923348,0.619493763,1,0
0.011299435,0.424812271,7.13E-05,1.69E-07,0,0.007433262,0.029530458,0.00712708,1,0
0.248587571,0.973139264,0.046030328,0.07029752,0.037750126,0.007527288,0.184503579,0.145784463,1,0
0.005649718,0.285253041,2.19E-05,1.59E-08,0,0.00742836,0,0.005050505,1,0
0.028248588,0.661198096,0.000775161,1.99E-05,0.012270364,0.007463197,0,0,1,0
0.011299435,0.461380367,8.35E-05,2.31E-07,3.95E-05,0.007440809,0,0.03030303,1,0
0.016949153,0.580460765,5.87E-05,1.14E-07,0.000293786,0.007443003,0,0.222222222,1,0
0.163841808,0.952283606,0.027195752,0.024538881,0.02518675,0.007516848,0.062704899,0.125709121,1,0
0.028248588,0.72221006,0.001790561,0.000106373,0.002964747,0.007482351,0.007382615,0.033856808,1,0
0.011299435,0.481505185,6.02E-05,1.20E-07,8.49E-05,0.00744276,0,0,1,0
0.18079096,0.955665411,0.029491062,0.028855816,0.048367795,0.007511359,0.118220645,0.124833483,1,0
0.04519774,0.833925554,0.005953902,0.001176134,0.002695167,0.007493355,0.029530458,0.20572728,1,0
0.06779661,0.868802809,0.005824687,0.001125633,0.02809657,0.007496961,0.02952087,0.648742725,1,0
0.011299435,0.549679694,0.001308454,5.68E-05,0.000241661,0.007485124,0,0.025252525,1,0
0.062146893,0.867126074,0.009689632,0.003115065,0.016461632,0.007498858,0,0.005050505,1,0
0.005649718,0.36939382,0.000251769,2.10E-06,0,0.007455747,0,0,1,0
0.016949153,0.633509021,0.000446265,6.61E-06,0.001020582,0.007467818,0,0.005050505,1,0
0.005649718,0.717430579,3.14E-34,2.53E-19,0,0.000366838,0,0.01010101,1,0
0.039548023,0.815355621,0.005577745,0.001032216,0.000358527,0.007492243,0,0,1,0
0.005649718,0.272223496,1.97E-06,1.29E-10,0,0.007394427,0,0.02020202,1,0
0.011299435,0.465478697,4.77E-05,7.56E-08,4.57E-05,0.007435188,0,0,1,0
0.09039548,0.913577872,0.014387465,0.006867821,0.012301662,0.007510759,0.082685283,0.564202327,1,0
0.005649718,0.245635471,7.79E-07,2.01E-11,0,0.007357784,0,0,1,0
0.005649718,0.717430579,-4.04E-18,2.53E-19,0,0.000366838,0,0,1,0
0.011299435,0.551850246,0.004424243,0.000649424,0,0.007485967,0.029530458,0.108318304,1,0
0.02259887,0.638959803,0.001756966,0.000102418,0.011336593,0.007477569,0,0,1,0
0.005649718,0.315153566,3.80E-05,4.79E-08,0,0.007431681,0,0.070707071,1,0
0.005649718,0.35615453,6.42E-05,1.37E-07,0,0.007439692,0,0,1,0
0.005649718,0.334752655,5.96E-05,1.18E-07,0,0.007442739,0,0,1,0
0.005649718,0.380651265,0.000748068,1.86E-05,0,0.007484035,0,0,1,0
0.005649718,0.330794609,4.40E-05,6.43E-08,0,0.00743312,0,0.005050505,1,0
0.265536723,0.975749291,0.078574633,0.204840184,0.042233517,0.007527933,0.219373666,0.242639821,1,0
0.016949153,0.590124644,0.001103188,4.04E-05,0.019730606,0.007472403,0.014765229,0.044048556,1,0
0.005649718,0.376463829,0.000847377,2.38E-05,0,0.007469066,0,0,1,0
0.033898305,0.755456525,0.007007352,0.00162914,0.01179851,0.007507202,0.023624367,0.313737302,1,0
0.005649718,0.375182305,0.000697063,1.61E-05,0,0.007465793,0,0,1,0
0.011299435,0.377284343,0.000613191,1.25E-05,0.0113029,0.007464403,0,0,1,0
0.259887006,0.971726422,0.033455324,0.037134873,0.110764575,0.0075276,0.11373438,0.207580004,1,0
0.073446328,0.86053832,0.00048879,7.93E-06,0.012296183,0.00747642,0.055793071,0.084651828,1,0
0.005649718,0.366915359,0.000534622,9.48E-06,0,0.007455196,0,0,1,0
0.197740113,0.954640998,0.027051284,0.024278747,0.102996338,0.007522075,0.041889783,0.070945434,1,0
0.02259887,0.713560164,0.005168733,0.00088638,0.00021101,0.007494962,0,0,1,0
0.056497175,0.822968786,0.008897193,0.002626376,0.028809933,0.007497373,0.009843486,0.017912735,1,0
0.005649718,0.371988538,0.000519364,8.95E-06,0,0.007463708,0,0,1,0
0.016949153,0.638158927,0.001051855,3.67E-05,0.000366338,0.007484426,0,0.212121212,1,0
0.062146893,0.850736866,0.011785961,0.004608726,0.023515579,0.007500344,0.008859137,0.129661786,1,0
0.04519774,0.748120313,0.003870413,0.00049701,0.060871317,0.007498528,0.004218637,0.165783277,1,0
0.016949153,0.634236623,0.002178927,0.00015752,0.000284024,0.007486646,0,0,1,0
0.039548023,0.766605678,0.001498907,7.45E-05,0.007390575,0.007480031,0.018456536,0.005903188,1,0
0.005649718,0.314912982,6.93E-05,1.59E-07,0,0.007444955,0,0,1,0
0.011299435,0.544987221,0.001030804,3.53E-05,0,0.007472547,0.029530458,0.055350259,1,0
0.186440678,0.944949653,0.032079028,0.034142323,0.125088572,0.007518362,0.055515452,0.06138207,1,0
0.04519774,0.76812972,9.18E-05,2.80E-07,0.001839507,0.007448108,0.056213337,0.01893267,1,0
0.016949153,0.62868511,0.001248252,5.17E-05,3.53E-05,0.0074679,0.029530458,0.206970061,1,0
0.005649718,0.717430579,5.23E-18,2.53E-19,0,0.000366838,0,0.01010101,1,0
0.033898305,0.771905306,0.00291912,0.000282719,0.002741091,0.007490287,0.005906092,0.215749892,1,0
0.005649718,0.378991715,0.001804868,0.000108079,0,0.007474083,0,0,1,0
0.050847458,0.843558111,0.004525179,0.000679395,0.002746269,0.007496116,0.019071754,0.238518808,1,0
0.06779661,0.804699836,0.000225045,1.68E-06,0.03255955,0.007468759,0.01640581,0.862649483,1,0
0.005649718,0.352913366,5.60E-05,1.04E-07,0,0.00743237,0,0,1,0
0.016949153,0.497661996,0.000100599,3.36E-07,0.033882566,0.007447925,0.014765229,0.003609698,1,0
0.011299435,0.520135579,0.000473036,7.42E-06,2.78E-05,0.007462523,0,0.025252525,1,0
0.033898305,0.781525455,0.002142456,0.000152291,0.005582904,0.007495765,0.011812183,0.60027862,1,0
0.011299435,0.552069994,0.003081864,0.000315121,3.21E-05,0.007489402,0,0,1,0
0.005649718,0.260968744,8.53E-07,2.41E-11,0,0.007382812,0,0.005050505,1,0
0.13559322,0.942853997,0.028419643,0.026797103,0.029774231,0.007519461,0.058382822,0.061941536,1,0
0.005649718,0.717430579,-7.81E-18,2.53E-19,0,0.000366838,0,0.035353535,1,0
0.011299435,0.303272575,4.21E-05,5.88E-08,0,0.007418353,0.029530458,0.02020202,1,0
0.005649718,0.358969872,8.27E-05,2.27E-07,0,0.0074428,0,0.025252525,1,0
0.033898305,0.791498997,0.012219432,0.00495396,0.000467205,0.007507822,0.047248733,0.050522927,1,0
0.011299435,0.339786081,6.02E-05,1.20E-07,0.0113029,0.007444914,0,0.02020202,1,0
0.016949153,0.424709266,5.98E-06,1.19E-09,0.011972608,0.007416234,0,0.005050505,1,0
0.028248588,0.665671019,0.000202439,1.36E-06,0.01413166,0.007449777,0,0.237373737,1,0
0.016949153,0.624804664,0.000116898,4.53E-07,0.000971497,0.007458746,0,0,1,0
0.062146893,0.862308392,0.012544484,0.005221029,0.015852967,0.007515936,0.011812183,0.056595096,1,0
0.039548023,0.755275034,0.001503351,7.50E-05,0.018305516,0.007491234,0.009843486,0.629965614,1,0
0.005649718,0.342356786,1.45E-05,6.98E-09,0,0.007421059,0,0.005050505,1,0
0.005649718,0.380580584,0.00095161,3.00E-05,0,0.007481283,0,0,1,0
0.016949153,0.599547511,0.000119173,4.71E-07,4.35E-05,0.007448393,0.029530458,0.14387385,1,0
0.361581921,0.983910313,0.079068128,0.207421375,0.07010403,0.007526291,0.253154496,0.041168441,1,0
0.005649718,0.717430579,1.60E-17,2.53E-19,0,0.000366838,0,0.015151515,1,0
0.011299435,0.498354723,0.001427311,6.76E-05,0.000212623,0.007470356,0,0,1,0
0.152542373,0.94821332,0.030056935,0.029973661,0.067064526,0.007525398,0.078153138,0.117630525,1,0
0.005649718,0.378787706,0.001338588,5.94E-05,0,0.007474329,0,0,1,0
0.242937853,0.971673733,0.074087898,0.182114742,0.006767219,0.007515729,0.188584517,0.041421028,1,0
0.050847458,0.797313319,0.001655058,9.09E-05,0.023898593,0.007482125,0.012304358,0.353835305,1,0
0.011299435,0.354925915,0.000126215,5.29E-07,0.0113029,0.007451223,0,0.166666667,1,0
0.293785311,0.975842081,0.053180091,0.093831485,0.117816072,0.007529264,0.192294768,0.061068,1,0
0.005649718,0.212900091,5.05E-07,8.47E-12,0,0.007370635,0,0,1,0
0.028248588,0.733679909,0.002044965,0.000138747,0.002233144,0.007494117,0,0,1,0
0.073446328,0.868578991,0.019189185,0.01221698,0.035069558,0.007504329,0.039373944,0.025278996,1,0
0.039548023,0.790998729,0.006667969,0.001475164,0.011584954,0.007491872,0,0.005050505,1,0
0.050847458,0.83643565,0.001780041,0.000105127,0.031388089,0.007486707,0.008490007,0.707812788,1,0
0.016949153,0.615644216,0.000305569,3.10E-06,0.000421009,0.007465773,0,0,1,0
0.005649718,0.378589368,0.001378678,6.31E-05,0,0.007475457,0,0.04040404,1,0
0.016949153,0.647313457,0.002605016,0.00022515,0.000207123,0.007494776,0.014765229,0.123768733,1,0
0.011299435,0.500865178,0.000224787,1.68E-06,2.38E-05,0.007457032,0,0,1,0
0.107344633,0.923366885,0.020501369,0.013944929,0.018471122,0.007512415,0.068829831,0.094984517,1,0
0.005649718,0.381136106,0.001651901,9.05E-05,0,0.007484755,0,0,1,0
0.005649718,0.309321892,2.86E-05,2.72E-08,0,0.00743085,0,0.005050505,1,0
0.011299435,0.55022615,0.00221236,0.000162391,1.13E-05,0.007483686,0,0,1,0
0.011299435,0.302795332,5.70E-06,1.08E-09,0.0113029,0.007411274,0,0,1,0
0.005649718,0.375450936,0.00105103,3.67E-05,0,0.007457419,0,0,1,0
0.016949153,0.622263464,0.000570585,1.08E-05,0.000235859,0.007470888,0,0.171717172,1,0
0.011299435,0.295331898,9.32E-07,2.88E-11,0.0113029,0.007391901,0,0.035353535,1,0
0.073446328,0.88545468,0.014964547,0.007429809,0.013077933,0.007514693,0.112789945,0.069572809,1,0
0.005649718,0.335517675,3.40E-05,3.84E-08,0,0.007440626,0,0.02020202,1,0
0.039548023,0.791174802,0.006948633,0.001601951,0.012796816,0.007505465,0.019686972,0.342003039,1,0
0.005649718,0.364716075,0.000473312,7.43E-06,0,0.007457175,0,0,1,0
0.005649718,0.272223496,1.97E-06,1.29E-10,0,0.007394427,0,0,1,0
0.242937853,0.96702574,0.014457314,0.006934673,0.115579902,0.007518382,0.058170886,0.133284409,1,0
0.033898305,0.756316298,0.004173639,0.000577937,0.005173571,0.00749111,0.029530458,0.535743271,1,0
0.005649718,0.379043642,0.001922079,0.000122572,0,0.007470847,0,0.181818182,1,0
0.129943503,0.941416438,0.034901527,0.040414713,0.002244443,0.00750468,0.090973288,0.034576936,1,0
0.016949153,0.453835763,9.99E-06,3.31E-09,0.0113029,0.007408716,0.014765229,0.000392064,1,0
0.011299435,0.47429732,0.000221155,1.62E-06,0.00010928,0.007453627,0,0.015151515,1,0
0.016949153,0.56546922,3.70E-05,4.55E-08,0.000266533,0.007427773,0.014765229,0.045555416,1,0
0.011299435,0.190610769,4.61E-08,7.04E-14,0.0113029,0.007343908,0,0,1,0
0.570621469,0.99362504,0.113262184,0.425618461,0.142951327,0.007529992,0.290944556,0.040694929,1,0
0.005649718,0.372588862,0.000540852,9.71E-06,0,0.007455115,0,0,1,0
0.016949153,0.587005547,0.000465726,7.20E-06,0.014161357,0.007467143,0.014765229,0.122079473,1,0
0.016949153,0.620878545,0.001095904,3.98E-05,0.00043056,0.007474657,0,0.005050505,1,0
0.005649718,0.339634358,3.22E-05,3.43E-08,0,0.00743819,0,0.090909091,1,0
0.005649718,0.375955684,0.000872709,2.53E-05,0,0.00746565,0,0.005050505,1,0
0.011299435,0.345129362,9.23E-05,2.83E-07,0.0113029,0.007443694,0,0.166666667,1,0
0.056497175,0.832566328,0.002792957,0.000258809,0.019555888,0.007492984,0.026454369,0.635050276,1,0
0.005649718,0.353980944,5.82E-05,1.12E-07,0,0.007426599,0,0,1,0
0.005649718,0.229406211,8.95E-06,2.66E-09,0,0.007409461,0,0.005050505,1,0
0.005649718,0.330174134,0.000107619,3.84E-07,0,0.007447457,0,0.015151515,1,0
0.005649718,0.717430579,-1.09E-17,2.53E-19,0,0.000366838,0,0,1,0
0.005649718,0.309321892,2.86E-05,2.72E-08,0,0.00743085,0,0.005050505,1,0
0.005649718,0.375848949,0.000491217,8.01E-06,0,0.007465671,0,0,1,0
0.163841808,0.950346939,0.031740344,0.033425314,0.053713113,0.007509104,0.109040045,0.1531359,1,0
0.073446328,0.868760836,0.009962521,0.00329298,0.034413109,0.007508608,0.055369609,0.017973645,1,0
0.039548023,0.814952463,0.006737266,0.001505985,0.00020668,0.007495621,0.034452201,0.175416601,1,0
0.062146893,0.831789422,0.002823287,0.000264462,0.047850104,0.007495642,0.030883938,0.14597149,1,0
0.005649718,0.360536701,8.02E-05,2.13E-07,0,0.007443918,0,0.01010101,1,0
0.09039548,0.824075071,0.001083936,3.90E-05,0.088510291,0.007482351,0,0,1,0
0.005649718,0.336948174,3.39E-05,3.81E-08,0,0.007429858,0,0.005050505,1,0
0.028248588,0.717154269,0.00029809,2.95E-06,0.002531743,0.007465834,0.007382615,0.254789899,1,0
0.005649718,0.372538002,0.000565842,1.06E-05,0,0.007460685,0,0,1,0
0.129943503,0.936579913,0.014936518,0.007402005,0.02861226,0.007512684,0.130665808,0.061791916,1,0
0.050847458,0.825613329,0.000847919,2.39E-05,0.000438766,0.007469844,0.052838427,0.272023283,1,0
0.005649718,0.372153669,0.000677389,1.52E-05,0,0.007463953,0,0,1,0
0.028248588,0.738768835,0.005989471,0.001190221,0.00126413,0.007502656,0.007382615,0.327756901,1,0
0.011299435,0.539023822,0.001270931,5.36E-05,3.43E-05,0.007478964,0,0,1,0
0.016949153,0.650681117,0.004439478,0.000653905,0,0.00749525,0.044295687,0.119897555,1,0
0.005649718,0.361472002,8.98E-05,2.67E-07,0,0.007452791,0,0.121212121,1,0
0.005649718,0.234274819,1.53E-05,7.78E-09,0,0.007421282,0,0,1,0
0.005649718,0.346708772,0.000148607,7.33E-07,0,0.007452221,0,0,1,0
0.005649718,0.296940777,1.07E-06,3.80E-11,0,0.00737618,0,0.04040404,1,0
0.011299435,0.551747421,0.002209386,0.000161955,0.002432494,0.007496157,0,0.02020202,1,0
0.011299435,0.347202835,3.64E-05,4.39E-08,0.0113029,0.007433241,0,0,1,0
0.005649718,0.36808042,0.000262185,2.28E-06,0,0.007457317,0,0,1,0
0.005649718,0.378589368,0.001378678,6.31E-05,0,0.007475457,0,0,1,0
0.005649718,0.343289509,5.16E-05,8.83E-08,0,0.00743314,0,0.01010101,1,0
0.011299435,0.420964977,2.32E-05,1.79E-08,0.005617565,0.007429514,0,0.025252525,1,0
0.005649718,0.369469861,0.000531958,9.39E-06,0,0.00746377,0,0,1,0
0.02259887,0.695267042,0.001349412,6.04E-05,0.000604092,0.0074764,0,0,1,0
0.016949153,0.646964922,0.00195732,0.000127109,4.41E-05,0.007482125,0.014765229,0.206039058,1,0
0.033898305,0.753772339,0.00478717,0.000760343,0.014316486,0.007503193,0,0.085858586,1,0
0.005649718,0.373332234,0.000686058,1.56E-05,0,0.007464935,0,0,1,0
0.333333333,0.981694081,0.058124546,0.112091092,0.064577621,0.007525398,0.245476543,0.140284166,1,0
0.005649718,0.338427228,0.000121487,4.90E-07,0,0.007451182,0,0,1,0
0.672316384,0.99604811,0.131547426,0.574136702,0.189197154,0.007533279,0.519326226,0.039916012,1,0
