dc,ic,ec,sc,bc,cc,nc,ION,essential0,essential1
0.011299435,0.424835324,4.81E-05,7.68E-08,0.011139412,0.007438738,0,0,1,0
0.740112994,0.997317999,0.154398391,0.790926496,0.252056132,0.007536091,0.846492724,0.044586689,1,0
0.02259887,0.594004917,0.000266411,2.35E-06,0.024889676,0.007463892,0.009843486,0.079038277,1,0
0.028248588,0.756197734,0.007376158,0.001805142,0.000791697,0.007502883,0.036913073,0.081072043,1,0
0.016949153,0.623380357,0.000843674,2.36E-05,0.004552025,0.007475313,0,0.398989899,1,0
0.005649718,0.717430579,-2.19E-18,2.53E-19,0,0.000366838,0,0,1,0
0.011299435,0.536083217,0.001730327,9.93E-05,0.000939468,0.00748344,0,0.050505051,1,0
0.005649718,0.221347351,1.97E-06,1.29E-10,0,0.00739132,0,0,1,0
0.011299435,0.381214138,0.001235828,5.07E-05,0.0113029,0.00748385,0,0,1,0
0.005649718,0.36926994,0.000533562,9.45E-06,0,0.007455951,0,0,1,0
0.005649718,0.343455062,7.24E-05,1.74E-07,0,0.007434701,0,0.126262626,1,0
0.02259887,0.334474225,4.12E-05,5.64E-08,0.058451107,0.007418838,0,0.01010101,1,0
0.005649718,0.368539872,0.000360189,4.30E-06,0,0.007464832,0,0,1,0
0.02259887,0.714116556,0.004808246,0.00076705,0.000632028,0.007497105,0,0.005050505,1,0
0.06779661,0.864019141,0.002248954,0.000167808,0.034075402,0.007491584,0,0,1,0
0.04519774,0.817253242,0.002642476,0.000231671,0.015579783,0.007492922,0,0.075757576,1,0
0.141242938,0.946591388,0.028624613,0.027185027,0.010887969,0.007522843,0.131666165,0.077259229,1,0
0.005649718,0.341868023,7.01E-06,1.63E-09,0,0.007410791,0,0.050505051,1,0
0.384180791,0.983367659,0.042334428,0.059461781,0.130183931,0.007517739,0.053990381,0.397677191,1,0
0.028248588,0.627848805,0.000526897,9.21E-06,0.015844881,0.007466468,0.025839151,0.012447299,1,0
0.011299435,0.511746617,0.001635106,8.87E-05,0,0.007488085,0.029530458,0.035206668,1,0
0.203389831,0.961939802,0.040806561,0.055247253,0.040180352,0.007519087,0.100960278,0.509301328,1,0
0.016949153,0.501792969,0.000370739,4.56E-06,0.011467901,0.007455563,0,0,1,0
0.005649718,0.717430579,7.51E-18,2.53E-19,0,0.000366838,0,0,1,0
0.02259887,0.636588098,0.00239603,0.000190475,0.009564118,0.007485001,0,0.035353535,1,0
0.005649718,0.354263334,0.000123818,5.09E-07,0,0.007443064,0,0.222222222,1,0
0.028248588,0.5656465,0.00103879,3.58E-05,0.026126321,0.007476338,0,0.373737374,1,0
0.005649718,0.717430579,-3.49E-17,2.53E-19,0,0.000366838,0,0,1,0
0.084745763,0.901748687,0.012009804,0.004785456,0.008880887,0.007501108,0.035999035,0.099770791,1,0
0.005649718,0.319050909,1.30E-05,5.62E-09,0,0.007415246,0,0,1,0
0.011299435,0.476066442,4.47E-05,6.64E-08,0.000593873,0.007445321,0,0.01010101,1,0
0.039548023,0.801484638,0.003371024,0.000377031,0.003581945,0.007488558,0.022147844,0.047803898,1,0
0.011299435,0.510243758,2.59E-05,2.23E-08,0,0.00743164,0.029530458,0.027250796,1,0
0.005649718,0.285630216,4.45E-06,6.58E-10,0,0.007409521,0,0,1,0
0.005649718,0.283914281,3.03E-05,3.05E-08,0,0.007421908,0,0.227272727,1,0
0.011299435,0.527085478,0.001087883,3.93E-05,0.000175922,0.007461706,0,0.02020202,1,0
0.005649718,0.717430579,-5.86E-18,2.53E-19,0,0.000366838,0,0,1,0
0.028248588,0.690641733,0.002754772,0.00025178,0.01420368,0.007492634,0,0.070707071,1,0
0.146892655,0.947877389,0.025593934,0.021733249,0.011530861,0.00750958,0.035257154,0.033835273,1,0
0.186440678,0.959223971,0.029652574,0.02917273,0.040419763,0.007512084,0.100465045,0.151898719,1,0
0.005649718,0.380693784,0.001598367,8.48E-05,0,0.007488065,0,0.01010101,1,0
0.02259887,0.705885497,0.00485094,0.000780733,0.000166547,0.007488229,0,0,1,0
0.02259887,0.645859851,0.000850624,2.40E-05,0.000507713,0.007470253,0,0.035353535,1,0
0.011299435,0.545882939,0.001354771,6.09E-05,0.000208042,0.007474288,0,0.005050505,1,0
0.005649718,0.381018685,0.002629877,0.000229468,0,0.007481119,0,0.464646465,1,0
0.02259887,0.634061386,0.000159243,8.41E-07,0.000236841,0.007440017,0,0,1,0
0.033898305,0.777559081,0.006932019,0.0015943,0.017245698,0.007503441,0.005906092,0.066790741,1,0
0.011299435,0.375827861,0.000947474,2.98E-05,0.0113029,0.007474247,0,0.045454545,1,0
0.005649718,0.717430579,3.92E-18,2.53E-19,0,0.000366838,0,0,1,0
0.005649718,0.377067426,0.000174154,1.01E-06,0,0.007460052,0,0,1,0
0.005649718,0.37673006,0.000309191,3.17E-06,0,0.007464955,0,0,1,0
0.04519774,0.816831196,0.013258572,0.00583236,0.011473617,0.007498446,0.016874548,0.109124002,1,0
0.005649718,0.717430579,-1.84E-18,2.53E-19,0,0.000366838,0,0.035353535,1,0
0.033898305,0.788193542,0.008008963,0.002128154,0.00352774,0.007510676,0.017718275,0.181574771,1,0
0.005649718,0.379343072,0.001048196,3.65E-05,0,0.007472567,0,0,1,0
0.005649718,0.379256497,0.000733413,1.78E-05,0,0.007471175,0,0,1,0
0.02259887,0.526093603,4.92E-05,8.04E-08,0.012167441,0.007439307,0,0.222222222,1,0
0.107344633,0.928808328,0.036316579,0.043758307,0.000561866,0.007505755,0.03281162,0.027838665,1,0
0.237288136,0.9652735,0.039622092,0.052086543,0.093097441,0.007522552,0.126526406,0.058402486,1,0
0.04519774,0.791058429,0.009984132,0.003307283,0.019653398,0.007501665,0.004218637,0.162320799,1,0
0.005649718,0.28532137,2.31E-05,1.77E-08,0,0.007425466,0,0,1,0
0.079096045,0.897112111,0.013443336,0.005996058,0.009131523,0.007508215,0.045715421,0.105863436,1,0
0.005649718,0.14563216,9.85E-10,3.24E-17,0,0.007292924,0,0,1,0
0.005649718,0.377399662,0.001309196,5.69E-05,0,0.007472834,0,0,1,0
0.005649718,0.366721817,0.000284965,2.69E-06,0,0.007460726,0,0,1,0
0.079096045,0.854151481,0.000192861,1.23E-06,0.01460801,0.007460297,0.08244104,0.612549194,1,0
0.016949153,0.559468921,0.002463671,0.00020138,0.009548896,0.007474165,0,0.176767677,1,0
0.107344633,0.925524148,0.021917539,0.01593802,0.013916678,0.007511111,0.054731988,0.036954143,1,0
0.028248588,0.647903916,0.002364426,0.000185482,0.022787805,0.007495209,0,0,1,0
0.005649718,0.37303811,0.000613121,1.25E-05,0,0.007457766,0,0,1,0
0.005649718,0.371551977,0.000303176,3.05E-06,0,0.007462074,0,0,1,0
0.039548023,0.807319763,0.004439292,0.000653855,0.005994069,0.007495333,0.024608715,0.537787398,1,0
0.011299435,0.529359693,0.000101823,3.44E-07,0.000107306,0.007453871,0,0,1,0
0.016949153,0.562290663,8.94E-05,2.65E-07,0.000629025,0.007448494,0,0.015151515,1,0
0.005649718,0.529284514,4.35E-18,2.60E-19,0,0.000366972,0,0,1,0
0.005649718,0.217091466,1.28E-06,5.40E-11,0,0.007390418,0,0.055555556,1,0
0.005649718,0.353041064,3.30E-05,3.62E-08,0,0.007431073,0,0.449494949,1,0
0.011299435,0.474095423,7.25E-05,1.74E-07,0.000209279,0.007446887,0,0.01010101,1,0
0.005649718,0.285630216,4.45E-06,6.58E-10,0,0.007409521,0,0,1,0
0.06779661,0.870389982,0.004699273,0.000732676,0.019712968,0.007506871,0.032416389,0.260235256,1,0
0.028248588,0.692808554,0.000275021,2.51E-06,0.02387624,0.007468227,0.007382615,0.163636364,1,0
0.011299435,0.468558154,0.001806755,0.000108305,0.003574772,0.007474227,0,0.055555556,1,0
0.028248588,0.740665864,0.000638397,1.35E-05,0.005256533,0.007477999,0.007382615,0.185789628,1,0
0.005649718,0.311229597,1.13E-05,4.21E-09,0,0.007413773,0,0.106060606,1,0
0.457627119,0.988852691,0.053857669,0.096238166,0.149528688,0.00752413,0.230738875,0.115349259,1,0
0.011299435,0.461099797,3.11E-05,3.20E-08,0.000147236,0.007435573,0,0.313131313,1,0
0.005649718,0.376463829,0.000847377,2.38E-05,0,0.007469066,0,0,1,0
0.005649718,0.378918378,0.000977512,3.17E-05,0,0.007468739,0,0,1,0
0.011299435,0.439408543,0.000286146,2.72E-06,0,0.007441114,0.029530458,0.084831725,1,0
0.033898305,0.756696127,0.007096427,0.001670822,0.01583584,0.007501397,0.017718275,0.03064952,1,0
0.011299435,0.374079714,1.10E-05,3.98E-09,1.64E-05,0.00741202,0,0.005050505,1,0
0.011299435,0.452850144,0.000846559,2.38E-05,0.010606805,0.007459991,0,0,1,0
0.005649718,0.372153669,0.000677389,1.52E-05,0,0.007463953,0,0,1,0
0.129943503,0.934205016,0.028442742,0.026840691,0.039421726,0.007513575,0.024228399,0.060480511,1,0
0.02259887,0.568832894,9.58E-05,3.05E-07,0.011622341,0.007449125,0,0.005050505,1,0
0.084745763,0.898446451,0.009543939,0.003022091,0.019991803,0.0075096,0.010546592,0.364835271,1,0
0.011299435,0.378213283,7.12E-06,1.68E-09,0.00138693,0.007414681,0,0.363636364,1,0
0.02259887,0.709074181,0.002756004,0.000252006,0.004927453,0.007498095,0,0,1,0
0.02259887,0.576086398,0.000693056,1.59E-05,0.015147913,0.007464832,0,0,1,0
0.016949153,0.630801891,0.000588554,1.15E-05,0.000184112,0.007469005,0,0.050505051,1,0
0.028248588,0.703218642,0.001636028,8.88E-05,0.013889257,0.007487489,0,0.005050505,1,0
0.039548023,0.807168221,0.007169167,0.00170525,0.011773626,0.007504102,0.019686972,0.038973988,1,0
0.005649718,0.375299952,0.000640229,1.36E-05,0,0.007468984,0,0,1,0
0.005649718,0.196839926,5.61E-07,1.04E-11,0,0.007377557,0,0.313131313,1,0
0.02259887,0.707952978,0.006145829,0.001253175,6.72E-05,0.007490554,0.019686972,0.025245147,1,0
0.016949153,0.585940136,1.83E-05,1.11E-08,0.000297501,0.007429028,0,0,1,0
0.028248588,0.715211,0.009562439,0.003033808,0.011333621,0.00749989,0.007382615,0.233509898,1,0
0.079096045,0.897007516,0.00916827,0.002788864,0.020014976,0.007510945,0.04921743,0.052134108,1,0
0.016949153,0.613646232,0.001326172,5.84E-05,0.000123719,0.007479169,0,0,1,0
0.028248588,0.728893873,0.000978659,3.18E-05,0.003888223,0.007473776,0,0.005050505,1,0
0.04519774,0.824819743,0.00797299,0.002109082,0.003687029,0.007500158,0.016874548,0.242693005,1,0
0.011299435,0.547744397,0.002059831,0.000140771,2.79E-06,0.007478287,0,0,1,0
0.005649718,0.235324033,3.81E-05,4.82E-08,0,0.007419282,0,0.005050505,1,0
0.011299435,0.442965664,9.99E-05,3.31E-07,0.003210887,0.007444589,0,0,1,0
0.073446328,0.886857241,0.004770568,0.00075508,0.007036488,0.007502883,0.002460872,0.203323521,1,0
0.005649718,0.380580584,0.00095161,3.00E-05,0,0.007481283,0,0,1,0
0.005649718,0.717430579,1.60E-19,2.53E-19,0,0.000366838,0,0.005050505,1,0
0.005649718,0.717430579,5.64E-18,2.53E-19,0,0.000366838,0,0,1,0
0.028248588,0.741182328,0.000907326,2.73E-05,0.00072705,0.007479579,0,0.02020202,1,0
0.011299435,0.502481039,0.000190586,1.21E-06,0.000122021,0.007452689,0,0,1,0
0.005649718,0.381136106,0.001651901,9.05E-05,0,0.007484755,0,0,1,0
0.02259887,0.710189809,0.003257657,0.000352098,0.000262827,0.0074886,0,0,1,0
0.02259887,0.709980312,0.002661626,0.000235044,0.00090768,0.007487571,0.009843486,0.265489175,1,0
0.056497175,0.8655765,0.017853162,0.010575017,0.002800447,0.007507967,0.052498592,0.046504234,1,0
0.011299435,0.533878901,0.000459116,6.99E-06,2.79E-05,0.00745485,0,0,1,0
0.005649718,0.203133014,1.22E-07,4.93E-13,0,0.007359353,0,0,1,0
0.02259887,0.701147997,0.002724253,0.000246234,0.001385159,0.007484837,0,0,1,0
0.011299435,0.511191518,5.33E-05,9.42E-08,5.51E-05,0.007433059,0,0,1,0
0.005649718,0.279520945,2.52E-05,2.11E-08,0,0.007422252,0,0,1,0
0.011299435,0.525626775,0.001610235,8.60E-05,4.32E-05,0.007475805,0,0,1,0
0.011299435,0.741389069,1.50E-32,3.56E-19,4.36E-06,0.000366972,0,0,1,0
0.005649718,0.357128805,0.000339013,3.81E-06,0,0.0074522,0,0,1,0
0.107344633,0.924268026,0.029847972,0.029558365,0.013026916,0.0075096,0.06398266,0.032043879,1,0
0.005649718,0.2606915,4.00E-06,5.31E-10,0,0.007401093,0,0,1,0
0.005649718,0.291606691,6.89E-06,1.58E-09,0,0.007410448,0,0,1,0
0.011299435,0.444505281,-7.79E-19,3.65E-19,1.74E-05,0.000367377,0,0,1,0
0.005649718,0.374897815,0.000520157,8.98E-06,0,0.007467838,0,0,1,0
0.050847458,0.811070451,0.00015147,7.61E-07,0.003590959,0.007461461,0.043065252,0.238327983,1,0
0.005649718,0.380651265,0.000748068,1.86E-05,0,0.007484035,0,0,1,0
0.005649718,0.378787706,0.001338588,5.94E-05,0,0.007474329,0,0,1,0
0.005649718,0.349281372,4.81E-06,7.69E-10,0,0.007416032,0,0,1,0
0.073446328,0.890299271,0.005960252,0.001178642,0.011065713,0.007506147,0.017226101,0.066385479,1,0
0.005649718,0.275255037,7.12E-05,1.68E-07,0,0.007431823,0,0,1,0
0.005649718,0.352705218,0.000189544,1.19E-06,0,0.007457093,0,0,1,0
0.322033898,0.980339551,0.069991309,0.162531998,0.084504668,0.00752839,0.20827431,0.038044129,1,0
0.04519774,0.824679109,0.00359158,0.000427978,0.005286145,0.00750152,0.017577654,0.258780232,1,0
0.84180791,0.99589245,0.057759021,0.110685376,0.897657043,0.007537508,0.494104936,0.600672439,1,0
0.101694915,0.924046594,0.029331084,0.028543472,0.000638174,0.00750561,0.084465796,0.039229346,1,0
0.005649718,0.348756799,7.67E-05,1.95E-07,0,0.007437297,0,0.287878788,1,0
0.005649718,0.297606056,1.28E-05,5.45E-09,0,0.007412765,0,0,1,0
0.028248588,0.450944978,0.001926434,0.000123129,0.044828759,0.007471093,0.029530458,0.032323232,1,0
0.005649718,0.370033563,0.000487229,7.88E-06,0,0.007460154,0,0,1,0
0.033898305,0.760474572,0.00168816,9.46E-05,0.007977018,0.007485268,0,0.015151515,1,0
0.005649718,0.280200698,1.72E-06,9.77E-11,0,0.007393344,0,0.02020202,1,0
0.016949153,0.650975788,0.003700572,0.000454348,0.000304758,0.007496507,0,0,1,0
0.802259887,0.998245455,0.154635855,0.793360969,0.636355181,0.007542075,0.559077261,0.180369554,1,0
0.005649718,0.127478036,4.04E-10,5.68E-18,0,0.00726511,0,0.005050505,1,0
0.02259887,0.616653574,0.000831751,2.30E-05,0.011700172,0.007467041,0,0.434343434,1,0
0.09039548,0.897237737,0.002800736,0.000260253,0.021240531,0.007499106,0.058809667,0.05306406,1,0
0.005649718,0.381632504,0.002035232,0.000137429,0,0.007489752,0,0.015151515,1,0
0.033898305,0.698997494,0.000801683,2.13E-05,0.01553677,0.0074804,0,0.252525253,1,0
0.779661017,0.997788005,0.113935638,0.430694985,0.440374397,0.007535883,0.522666245,0.048910146,1,0
0.02259887,0.714280652,0.005430349,0.000978377,0.000203489,0.007497394,0,0.358585859,1,0
0.005649718,0.352882612,2.32E-05,1.78E-08,0,0.007429433,0,0.121212121,1,0
0.050847458,0.82798878,0.001462762,7.10E-05,0.02384415,0.007489628,0.020917408,0.28271063,1,0
0.062146893,0.866430287,0.002953692,0.000289456,0.009842365,0.00749525,0.017718275,0.179804446,1,0
0.02259887,0.700319244,0.003010143,0.000300625,0.001484713,0.00749422,0.009843486,0.026091189,1,0
0.016949153,0.624846249,0.001198762,4.77E-05,0.000127355,0.007472035,0,0.005050505,1,0
0.02259887,0.712192666,0.004057546,0.000546232,0.000269643,0.007489711,0,0.050505051,1,0
0.02259887,0.615757585,0.000351332,4.10E-06,0.011891902,0.007465384,0,0,1,0
0.033898305,0.786268625,0.004659383,0.00072029,0.002556074,0.007506354,0.023624367,0.253209498,1,0
0.011299435,0.437710557,0.001779719,0.000105088,0.01304726,0.007472076,0,0.015151515,1,0
0.005649718,0.366721817,0.000284965,2.69E-06,0,0.007460726,0,0.5,1,0
0.005649718,0.287821462,5.33E-05,9.44E-08,0,0.007421686,0,0,1,0
0.209039548,0.959951268,0.044282194,0.065059213,0.123117941,0.007527767,0.043177175,0.112498324,1,0
0.016949153,0.492679115,0.000170473,9.64E-07,0.023371509,0.007459195,0,0.005050505,1,0
0.271186441,0.974214264,0.055664147,0.102802065,0.086451285,0.007527683,0.116573871,0.049575416,1,0
0.005649718,0.285630216,4.45E-06,6.58E-10,0,0.007409521,0,0,1,0
0.005649718,0.375235125,0.000664002,1.46E-05,0,0.007469128,0,0.080808081,1,0
0.011299435,0.549383919,0.001875706,0.000116729,5.71E-05,0.007486481,0,0,1,0
0.005649718,0.373332234,0.000686058,1.56E-05,0,0.007464935,0,0,1,0
0.005649718,0.160952731,7.93E-09,2.09E-15,0,0.007318455,0,0.01010101,1,0
0.005649718,0.375469599,0.000417778,5.79E-06,0,0.007462053,0,0,1,0
0.04519774,0.792038182,0.000158932,8.38E-07,0.002180253,0.007452934,0.039022391,0.080745615,1,0
0.096045198,0.886084747,0.002194585,0.000159792,0.028034225,0.007482967,0,0.01010101,1,0
0.005649718,0.197283669,4.71E-07,7.36E-12,0,0.007370356,0,0.252525253,1,0
0.02259887,0.502971865,6.86E-05,1.56E-07,0.011589269,0.007430101,0,0.141414141,1,0
0.005649718,0.35615453,6.42E-05,1.37E-07,0,0.007439692,0,0,1,0
0.084745763,0.905671122,0.004862565,0.000784488,0.003305026,0.007490966,0,0.494949495,1,0
0.039548023,0.808235293,0.009278208,0.002856135,0.002674228,0.007504226,0.014765229,0.482315445,1,0
0.005649718,0.378991715,0.001804868,0.000108079,0,0.007474083,0,0.005050505,1,0
0.005649718,0.319050909,1.30E-05,5.62E-09,0,0.007415246,0,0.146464646,1,0
0.005649718,0.717430579,4.73E-18,2.53E-19,0,0.000366838,0,0,1,0
0.02259887,0.607036251,0.00051337,8.74E-06,0.011984139,0.007459725,0,0,1,0
0.271186441,0.976096201,0.08162119,0.221032614,0.012547795,0.007521245,0.239526968,0.049077346,1,0
0.011299435,0.539234824,0.000699562,1.62E-05,4.71E-05,0.007473592,0,0.429292929,1,0
0.005649718,0.374753387,0.000759671,1.91E-05,0,0.007468841,0,0,1,0
0.033898305,0.784996784,0.005088837,0.000859188,0.001488089,0.007503627,0.047248733,0.717430768,1,0
0.005649718,0.379755343,0.001042802,3.61E-05,0,0.00747722,0,0,1,0
0.005649718,0.330794609,4.40E-05,6.43E-08,0,0.00743312,0,0,1,0
0.005649718,0.717430579,4.07E-18,2.53E-19,0,0.000366838,0,0,1,0
0.02259887,0.678993257,0.000391506,5.09E-06,0.002358074,0.007467409,0,0.005050505,1,0
0.016949153,0.646995398,0.003057196,0.000310097,5.43E-05,0.007481037,0,0,1,0
0.005649718,0.298950325,1.08E-06,3.86E-11,0,0.007373466,0,0.303030303,1,0
0.005649718,0.380050662,0.002428275,0.000195635,0,0.007471973,0,0,1,0
0.005649718,0.369469861,0.000531958,9.39E-06,0,0.00746377,0,0,1,0
0.005649718,0.717430579,1.12E-17,2.53E-19,0,0.000366838,0,0.04040404,1,0
0.028248588,0.645521806,0.000418378,5.81E-06,0.012229183,0.007463565,0,0.242424242,1,0
0.005649718,0.36939382,0.000251769,2.10E-06,0,0.007455747,0,0.045454545,1,0
0.011299435,0.741389069,1.87E-17,3.56E-19,4.36E-06,0.000366972,0,0,1,0
0.175141243,0.942954543,0.031400622,0.032713507,0.176028497,0.007518984,0.031156125,0.46602931,1,0
0.186440678,0.957236568,0.031047731,0.031982342,0.061277506,0.007522615,0.137777624,0.075812956,1,0
0.011299435,0.238873756,4.74E-08,7.46E-14,0,0.00734373,0.029530458,0,1,0
0.005649718,0.379978453,0.000959379,3.05E-05,0,0.007471093,0,0.106060606,1,0
0.005649718,0.224179862,7.78E-08,2.01E-13,0,0.007355381,0,0,1,0
0.011299435,0.475528808,0.000647009,1.39E-05,0.000451778,0.007469312,0,0.005050505,1,0
0.163841808,0.949785701,0.013137344,0.00572621,0.06126511,0.007518652,0.028302551,0.569484515,1,0
0.028248588,0.704271184,0.000295355,2.89E-06,0.012986785,0.007461175,0.014765229,0.026868686,1,0
0.016949153,0.600628751,0.001081063,3.88E-05,0.010255754,0.007476605,0,0.005050505,1,0
0.350282486,0.981754642,0.08596078,0.245160839,0.153989402,0.007530699,0.178298898,0.070875068,1,0
0.005649718,0.381632504,0.002035232,0.000137429,0,0.007489752,0,0.101010101,1,0
0.011299435,0.552540396,0.002298258,0.000175247,5.92E-05,0.007485679,0,0,1,0
0.073446328,0.894813779,0.021817475,0.015792818,0.00083122,0.007502924,0.06398266,0.038406835,1,0
0.04519774,0.82906479,0.004155106,0.00057282,0.01120145,0.007489114,0,0,1,0
0.033898305,0.752373659,0.002978024,0.000294244,0.007771016,0.007487551,0.012304358,0,1,0
0.011299435,0.527522231,0.00172646,9.89E-05,9.05E-05,0.007488764,0,0.050505051,1,0
0.005649718,0.285630216,4.45E-06,6.58E-10,0,0.007409521,0,0,1,0
0.005649718,0.37673379,0.001255107,5.23E-05,0,0.007468595,0,0,1,0
0.02259887,0.610499277,0.00073075,1.77E-05,0.011808939,0.007474965,0,0.363636364,1,0
0.367231638,0.984646768,0.10645063,0.375964651,0.042925268,0.007530553,0.368988888,0.054873871,1,0
0.028248588,0.745615201,0.001993898,0.000131904,0.001959917,0.007488332,0,0.494949495,1,0
0.005649718,0.717430579,8.72E-18,2.53E-19,0,0.000366838,0,0,1,0
0.028248588,0.738604669,0.001925272,0.000122981,0.001840193,0.007480441,0.007382615,0.193911466,1,0
0.028248588,0.716381631,0.000411877,5.63E-06,0.002253356,0.007465671,0.014765229,0.040502698,1,0
0.480225989,0.988722342,0.044859103,0.06676544,0.256139573,0.007524608,0.102938493,0.081461734,1,0
0.005649718,0.379256497,0.000733413,1.78E-05,0,0.007471175,0,0,1,0
0.011299435,0.36380563,4.78E-06,7.58E-10,0.002493551,0.00740626,0,0,1,0
0.005649718,0.359712257,0.000268282,2.39E-06,0,0.007462544,0,0.075757576,1,0
0.016949153,0.624977555,0.000383565,4.88E-06,0.000775253,0.007466345,0.014765229,0.014717112,1,0
0.016949153,0.546240001,0.001028864,3.51E-05,0.034398123,0.00747517,0,0.409090909,1,0
0.310734463,0.979960589,0.068484855,0.15561077,0.060302028,0.007523238,0.150747514,0.045143864,1,0
0.005649718,0.379043642,0.001922079,0.000122572,0,0.007470847,0,0.111111111,1,0
0.005649718,0.379043642,0.001922079,0.000122572,0,0.007470847,0,0.095959596,1,0
0.028248588,0.757844163,0.00519605,0.000895772,0.001547473,0.007507388,0.007382615,0.306940126,1,0
0.005649718,0.378991715,0.001804868,0.000108079,0,0.007474083,0,0.005050505,1,0
0.005649718,0.161570602,5.56E-08,1.03E-13,0,0.007347154,0,0.358585859,1,0
0.005649718,0.376755857,0.001118519,4.15E-05,0,0.007471011,0,0.01010101,1,0
0.011299435,0.410611744,3.99E-05,5.29E-08,0,0.007417707,0.029530458,3.91E-05,1.00E+00,0
0.011299435,0.502720695,0.001182041,4.64E-05,0,0.007472997,0.029530458,0.017186287,1,0
0.11299435,0.903927616,0.001066142,3.77E-05,0.054551623,0.007487407,0.053642682,0.564225657,1,0
0.016949153,0.564544887,0.000172529,9.88E-07,0.000319407,0.007448087,0,0,1,0
0.011299435,0.325021771,2.36E-05,1.85E-08,0.0113029,0.007422716,0,0,1,0
0.04519774,0.822518717,0.00687271,0.001567136,0.009115045,0.007495889,0.004218637,0.024752818,1,0
0.016949153,0.530409009,0.001023047,3.47E-05,0.011504876,0.007481263,0,0.070707071,1,0
0.11299435,0.932423776,0.03642521,0.044020497,0.002415218,0.007510076,0.101025252,0.030976967,1,0
0.02259887,0.626496955,9.31E-05,2.88E-07,0,0.007438677,0.059060917,0.000852405,1,0
0.02259887,0.657782376,0.002694608,0.000240904,0.007895542,0.007480277,0,0,1,0
0.005649718,0.259925313,7.18E-07,1.71E-11,0,0.00737612,0,0.015151515,1,0
0.011299435,0.35015881,1.12E-06,4.17E-11,0.000557004,0.007387794,0,0.005050505,1,0
0.146892655,0.92409854,0.022782077,0.017220167,0.116215833,0.007513512,0.014225977,0.195272282,1,0
0.033898305,0.789597037,0.006010484,0.001198587,0.00074445,0.007500757,0.023624367,0.079750195,1,0
0.016949153,0.636125119,0.001577733,8.26E-05,0.00106,0.007479374,0,0,1,0
0.005649718,0.295413973,5.29E-05,9.27E-08,0,0.007429595,0,0,1,0
0.107344633,0.923941771,0.011495683,0.004384499,0.037291124,0.007519461,0.073729202,0.106152174,1,0
0.039548023,0.728169632,0.00283018,0.000265753,0.012177979,0.007477753,0.051186128,0.069800571,1,0
0.050847458,0.812781176,0.003614881,0.000433549,0.021321554,0.007488456,0,0.368686869,1,0
0.005649718,0.365775036,0.000423249,5.94E-06,0,0.007456461,0,0,1,0
0.169491525,0.954876483,0.018489783,0.01134268,0.051762519,0.007521349,0.03335059,0.142555629,1,0
0.016949153,0.578738204,0.000119183,4.71E-07,0.003177076,0.007445097,0,0.070707071,1,0
0.005649718,0.373332234,0.000686058,1.56E-05,0,0.007464935,0,0.232323232,1,0
0.293785311,0.978472045,0.073404666,0.178771342,0.017198122,0.007520394,0.197649314,0.043487241,1,0
0.005649718,0.381136106,0.001651901,9.05E-05,0,0.007484755,0,0.196969697,1,0
0.011299435,0.399202542,8.28E-05,2.28E-07,0.009600199,0.007445687,0,0.434343434,1,0
0.016949153,0.520365516,0.00036153,4.34E-06,0.011339078,0.007453199,0,0.005050505,1,0
0.050847458,0.826056849,0.002006278,0.000133547,0.012443538,0.007485762,0.045877676,0.11132891,1,0
0.011299435,0.532536646,0.000535232,9.50E-06,0.001044057,0.007470642,0,0,1,0
0.011299435,0.465478697,4.77E-05,7.56E-08,4.57E-05,0.007435188,0,0.055555556,1,0
0.005649718,0.375848949,0.000491217,8.01E-06,0,0.007465671,0,0,1,0
0.412429379,0.983849062,0.034293283,0.039018571,0.294983545,0.007524691,0.119233027,0.11797365,1,0
0.011299435,0.538116068,0.000305854,3.10E-06,5.57E-05,0.007463851,0,0,1,0
0.005649718,0.306837462,1.33E-05,5.84E-09,0,0.007415851,0,0.005050505,1,0
0.084745763,0.904602381,0.024327068,0.019634974,0.00474584,0.007511008,0.043241028,0.060344482,1,0
0.02259887,0.713680706,0.005593945,0.001038215,0.001960239,0.007503461,0.029530458,0.187013264,1,0
0.005649718,0.717430579,-6.75E-18,2.53E-19,0,0.000366838,0,0.050505051,1,0
0.039548023,0.764310004,0.001425289,6.74E-05,0.01515543,0.007486193,0.009843486,0.10187407,1,0
0.011299435,0.493627125,0.001376389,6.29E-05,5.75E-05,0.007462625,0,0.060606061,1,0
0.005649718,0.360536701,8.02E-05,2.13E-07,0,0.007443918,0,0.015151515,1,0
0.02259887,0.696623292,0.000608301,1.23E-05,0.000236157,0.007473243,0,0,1,0
0.005649718,0.36939382,0.000251769,2.10E-06,0,0.007455747,0,0.02020202,1,0
0.107344633,0.91606799,0.008579402,0.002442106,0.036284983,0.007511297,0.039414959,0.271725171,1,0
0.056497175,0.849320897,0.006850689,0.00155711,0.015657227,0.007504267,0.01640581,0.097247449,1,0
0.02259887,0.606145376,0.000106602,3.77E-07,0.001309215,0.007452608,0,0.075757576,1,0
0.005649718,0.367246955,0.000412182,5.64E-06,0,0.007449919,0,0,1,0
0.011299435,0.529300387,0.000304201,3.07E-06,5.59E-06,0.00745165,0,0,1,0
0.011299435,0.541179307,0.000745471,1.84E-05,4.48E-05,0.007476215,0,0,1,0
